epsilon_xp,winding number
0.0,0.0
0.015577488221507108,0.0
0.03203967322843023,0.0
0.049387889248877215,0.0
0.06761813359852452,0.0
0.08673440896169567,0.0
0.10674764848860681,0.0
0.12762851527780242,0.500000183098
0.14939141576370524,0.500000146877
0.17206726837569694,0.500000170279
0.19558623755879168,0.500000111511
