 -0.1250E-01 -0.3489E+01  0.0000E+00  0.3489E+01
 -0.1250E-01 -0.3485E+01  0.0000E+00  0.3485E+01
 -0.1250E-01 -0.3478E+01  0.0000E+00  0.3478E+01
 -0.1250E-01 -0.3468E+01  0.0000E+00  0.3468E+01
 -0.1250E-01 -0.3456E+01  0.0000E+00  0.3456E+01
 -0.1250E-01 -0.3440E+01  0.0000E+00  0.3440E+01
 -0.1250E-01 -0.3422E+01  0.0000E+00  0.3422E+01
 -0.1250E-01 -0.3402E+01  0.0000E+00  0.3402E+01
 -0.1250E-01 -0.3378E+01  0.0000E+00  0.3378E+01
 -0.1250E-01 -0.3353E+01  0.0000E+00  0.3353E+01
 -0.1250E-01 -0.3324E+01  0.0000E+00  0.3324E+01
 -0.1250E-01 -0.3293E+01  0.0000E+00  0.3293E+01
 -0.1250E-01 -0.3259E+01  0.0000E+00  0.3259E+01
 -0.1250E-01 -0.3223E+01  0.0000E+00  0.3223E+01
 -0.1250E-01 -0.3185E+01  0.0000E+00  0.3185E+01
 -0.1250E-01 -0.3144E+01  0.0000E+00  0.3144E+01
 -0.1250E-01 -0.3101E+01  0.0000E+00  0.3101E+01
 -0.1250E-01 -0.3056E+01  0.0000E+00  0.3056E+01
 -0.1250E-01 -0.3009E+01  0.0000E+00  0.3009E+01
 -0.1250E-01 -0.2960E+01  0.0000E+00  0.2960E+01
 -0.1250E-01 -0.2909E+01  0.0000E+00  0.2909E+01
 -0.1250E-01 -0.2856E+01  0.0000E+00  0.2856E+01
 -0.1250E-01 -0.2801E+01  0.0000E+00  0.2801E+01
 -0.1250E-01 -0.2745E+01  0.0000E+00  0.2745E+01
 -0.1250E-01 -0.1482E+01  0.0000E+00  0.1482E+01
 -0.1250E-01 -0.1492E+01  0.0000E+00  0.1492E+01
 -0.1250E-01 -0.1509E+01  0.0000E+00  0.1509E+01
 -0.1250E-01 -0.2629E+01  0.0000E+00  0.2629E+01
 -0.1250E-01 -0.2569E+01  0.0000E+00  0.2569E+01
 -0.1250E-01 -0.1532E+01  0.0000E+00  0.1532E+01
